id_documento,id_siniestro,tipo_documento,entregado,legible,fecha_emision,inconsistencia_detectada,observacion
DOC-000350,SIN-00101,Informe pericial,Si,Si,2023-04-19,No,OK
DOC-000351,SIN-00102,Fotos del dano,Si,Si,2024-04-04,No,OK
DOC-000352,SIN-00102,Factura proforma,Si,Si,2024-04-10,No,OK
DOC-000353,SIN-00102,Informe pericial,Si,Si,2024-04-15,No,OK
DOC-000354,SIN-00103,Parte policial,Si,Si,2025-12-22,No,OK
DOC-000355,SIN-00103,Fotos del dano,Si,Si,2026-01-03,No,OK
DOC-000356,SIN-00103,Factura proforma,Si,Si,2025-12-27,No,OK
DOC-000357,SIN-00103,Informe pericial,Si,Si,2025-12-23,No,OK
DOC-000358,SIN-00104,Denuncia fiscalia,Si,Si,2025-05-19,No,OK
DOC-000359,SIN-00104,Fotos del dano,Si,Si,2025-05-25,No,OK
DOC-000360,SIN-00104,Factura proforma,Si,Si,2025-05-24,No,OK
DOC-000361,SIN-00105,Parte policial,Si,Si,2024-04-02,No,OK
DOC-000362,SIN-00105,Datos tercero,Si,Si,2024-03-28,No,OK
DOC-000363,SIN-00105,Fotos del dano,Si,Si,2024-03-28,No,OK
DOC-000364,SIN-00105,Informe pericial,Si,Si,2024-04-08,No,OK
DOC-000365,SIN-00106,Fotos del dano,Si,Si,2025-11-23,No,OK
DOC-000366,SIN-00106,Factura proforma,Si,Si,2025-11-16,No,OK
DOC-000367,SIN-00106,Informe pericial,No,No,,No,No entregado en expediente sintetico
DOC-000368,SIN-00107,Parte policial,Si,Si,2024-08-17,No,OK
DOC-000369,SIN-00107,Fotos del dano,Si,Si,2024-08-17,No,OK
DOC-000370,SIN-00107,Factura proforma,Si,Si,2024-08-17,No,OK
DOC-000371,SIN-00107,Informe pericial,Si,Si,2024-08-23,No,OK
DOC-000372,SIN-00108,Factura medica,Si,Si,2023-09-15,No,OK
DOC-000373,SIN-00108,Informe medico,Si,Si,2023-09-14,No,OK
DOC-000374,SIN-00108,Formulario siniestro,Si,Si,2023-09-18,No,OK
DOC-000375,SIN-00109,Parte policial,Si,Si,2024-04-26,No,OK
DOC-000376,SIN-00109,Datos tercero,Si,Si,2024-04-19,No,OK
DOC-000377,SIN-00109,Fotos del dano,Si,Si,2024-04-25,No,OK
DOC-000378,SIN-00109,Informe pericial,Si,Si,2024-04-28,No,OK
DOC-000379,SIN-00110,Parte policial,Si,Si,2024-07-13,No,OK
DOC-000380,SIN-00110,Fotos del dano,Si,Si,2024-07-14,No,OK
DOC-000381,SIN-00110,Factura proforma,Si,Si,2024-07-15,No,OK
DOC-000382,SIN-00110,Informe pericial,Si,Si,2024-07-06,No,OK
DOC-000383,SIN-00111,Fotos del dano,Si,Si,2024-07-05,No,OK
DOC-000384,SIN-00111,Factura proforma,Si,Si,2024-07-11,No,OK
DOC-000385,SIN-00111,Informe pericial,Si,Si,2024-07-13,No,OK
DOC-000386,SIN-00112,Parte policial,Si,Si,2024-09-27,No,OK
DOC-000387,SIN-00112,Fotos del dano,No,No,,No,No entregado en expediente sintetico
DOC-000388,SIN-00112,Factura proforma,No,No,,No,No entregado en expediente sintetico
DOC-000389,SIN-00112,Informe pericial,Si,Si,2024-09-22,No,OK
DOC-000390,SIN-00113,Parte policial,Si,Si,2024-02-11,No,OK
DOC-000391,SIN-00113,Datos tercero,Si,Si,2024-02-10,No,OK
DOC-000392,SIN-00113,Fotos del dano,Si,Si,2024-02-16,No,OK
DOC-000393,SIN-00113,Informe pericial,No,No,,No,No entregado en expediente sintetico
DOC-000394,SIN-00114,Fotos del dano,Si,Si,2025-02-06,No,OK
DOC-000395,SIN-00114,Factura proforma,Si,Si,2025-01-30,No,OK
DOC-000396,SIN-00115,Parte policial,Si,Si,2025-06-06,No,OK
DOC-000397,SIN-00115,Datos tercero,Si,Si,2025-06-02,No,OK
DOC-000398,SIN-00115,Fotos del dano,Si,Si,2025-06-01,No,OK
DOC-000399,SIN-00115,Informe pericial,Si,Si,2025-06-05,No,OK
DOC-000400,SIN-00116,Parte policial,Si,Si,2026-01-10,No,OK
DOC-000401,SIN-00116,Fotos del dano,Si,Si,2026-01-08,No,OK
DOC-000402,SIN-00116,Factura proforma,Si,Si,2026-01-13,No,OK
DOC-000403,SIN-00116,Informe pericial,Si,Si,2026-01-04,No,OK
DOC-000404,SIN-00117,Denuncia fiscalia,Si,Si,2025-03-30,No,OK
DOC-000405,SIN-00117,Matricula,Si,Si,2025-03-25,No,OK
DOC-000406,SIN-00117,Llaves,Si,Si,2025-03-28,No,OK
DOC-000407,SIN-00117,Informe pericial,Si,Si,2025-03-24,No,OK
DOC-000408,SIN-00118,Parte policial,Si,Si,2025-12-26,No,OK
DOC-000409,SIN-00118,Fotos del dano,Si,Si,2025-12-19,No,OK
DOC-000410,SIN-00118,Factura proforma,Si,Si,2025-12-18,No,OK
DOC-000411,SIN-00118,Informe pericial,Si,Si,2025-12-20,No,OK
DOC-000412,SIN-00119,Parte policial,Si,Si,2023-05-24,No,OK
DOC-000413,SIN-00119,Fotos del dano,Si,Si,2023-05-14,No,OK
DOC-000414,SIN-00119,Factura proforma,Si,Si,2023-05-11,No,OK
DOC-000415,SIN-00119,Informe pericial,Si,Si,2023-05-15,No,OK
DOC-000416,SIN-00120,Informe bomberos,Si,Si,2025-02-09,No,OK
DOC-000417,SIN-00120,Fotos del dano,Si,Si,2025-02-07,No,OK
DOC-000418,SIN-00120,Factura proforma,Si,Si,2025-02-11,No,OK
DOC-000419,SIN-00121,Denuncia fiscalia,Si,Si,2024-03-17,No,OK
DOC-000420,SIN-00121,Fotos del dano,Si,Si,2024-03-27,No,OK
DOC-000421,SIN-00121,Factura proforma,Si,Si,2024-03-23,No,OK
DOC-000422,SIN-00122,Denuncia fiscalia,Si,Si,2026-03-31,No,OK
DOC-000423,SIN-00122,Inventario afectado,No,No,,No,No entregado en expediente sintetico
DOC-000424,SIN-00122,Factura proforma,Si,Si,2026-03-31,No,OK
DOC-000425,SIN-00123,Parte policial,Si,Si,2024-08-06,No,OK
DOC-000426,SIN-00123,Datos tercero,Si,Si,2024-08-06,No,OK
DOC-000427,SIN-00123,Fotos del dano,Si,Si,2024-08-10,No,OK
DOC-000428,SIN-00123,Informe pericial,Si,Si,2024-08-09,No,OK
DOC-000429,SIN-00124,Factura medica,Si,Si,2026-02-04,No,OK
DOC-000430,SIN-00124,Informe medico,Si,Si,2026-02-06,No,OK
DOC-000431,SIN-00124,Formulario siniestro,Si,Si,2026-01-26,No,OK
DOC-000432,SIN-00125,Parte policial,Si,Si,2025-07-05,No,OK
DOC-000433,SIN-00125,Datos tercero,Si,Si,2025-07-12,No,OK
DOC-000434,SIN-00125,Fotos del dano,Si,Si,2025-07-10,No,OK
DOC-000435,SIN-00125,Informe pericial,Si,Si,2025-07-05,No,OK
DOC-000436,SIN-00126,Parte policial,Si,Si,2024-03-18,No,OK
DOC-000437,SIN-00126,Datos tercero,Si,Si,2024-03-30,No,OK
DOC-000438,SIN-00126,Fotos del dano,Si,Si,2024-03-18,No,OK
DOC-000439,SIN-00126,Informe pericial,Si,Si,2024-03-17,No,OK
DOC-000440,SIN-00127,Parte policial,No,No,,No,No entregado en expediente sintetico
DOC-000441,SIN-00127,Datos tercero,No,No,,No,No entregado en expediente sintetico
DOC-000442,SIN-00127,Fotos del dano,Si,Si,2024-06-09,No,OK
DOC-000443,SIN-00127,Informe pericial,No,No,,No,No entregado en expediente sintetico
DOC-000444,SIN-00128,Denuncia fiscalia,No,No,,No,No entregado en expediente sintetico
DOC-000445,SIN-00128,Matricula,No,No,,No,No entregado en expediente sintetico
DOC-000446,SIN-00128,Llaves,No,No,,No,No entregado en expediente sintetico
DOC-000447,SIN-00128,Informe pericial,Si,Si,2024-09-22,No,OK
DOC-000448,SIN-00129,Parte policial,Si,Si,2026-06-19,No,OK
DOC-000449,SIN-00129,Fotos del dano,Si,Si,2026-06-14,No,OK
DOC-000450,SIN-00129,Factura proforma,Si,Si,2026-06-14,No,OK
DOC-000451,SIN-00129,Informe pericial,Si,Si,2026-06-14,No,OK
DOC-000452,SIN-00130,Fotos del dano,Si,Si,2024-10-13,No,OK
DOC-000453,SIN-00130,Factura proforma,Si,Si,2024-10-15,No,OK
DOC-000454,SIN-00130,Informe pericial,Si,Si,2024-10-18,No,OK
DOC-000455,SIN-00131,Denuncia fiscalia,No,No,,No,No entregado en expediente sintetico
DOC-000456,SIN-00131,Matricula,No,No,,No,No entregado en expediente sintetico
DOC-000457,SIN-00131,Llaves,No,No,,No,No entregado en expediente sintetico
DOC-000458,SIN-00131,Informe pericial,Si,Si,2026-04-24,No,OK
DOC-000459,SIN-00132,Fotos del dano,Si,Si,2025-06-12,Si,Valor no coincide con factura
DOC-000460,SIN-00132,Factura proforma,Si,Si,2025-06-08,No,OK
DOC-000461,SIN-00132,Informe pericial,Si,Si,2025-06-10,No,OK
DOC-000462,SIN-00133,Fotos del dano,Si,Si,2023-09-05,No,OK
DOC-000463,SIN-00133,Factura proforma,Si,Si,2023-08-22,No,OK
DOC-000464,SIN-00133,Informe pericial,Si,Si,2023-08-25,No,OK
DOC-000465,SIN-00134,Denuncia fiscalia,Si,Si,2025-10-22,No,OK
DOC-000466,SIN-00134,Matricula,Si,Si,2025-10-19,No,OK
DOC-000467,SIN-00134,Llaves,Si,Si,2025-10-30,No,OK
DOC-000468,SIN-00134,Informe pericial,Si,Si,2025-10-24,No,OK
DOC-000469,SIN-00135,Parte policial,Si,Si,2023-12-19,No,OK
DOC-000470,SIN-00135,Datos tercero,Si,Si,2023-12-18,No,OK
DOC-000471,SIN-00135,Fotos del dano,Si,Si,2023-12-17,No,OK
DOC-000472,SIN-00135,Informe pericial,Si,Si,2023-12-13,No,OK
DOC-000473,SIN-00136,Denuncia fiscalia,Si,Si,2025-06-22,No,OK
DOC-000474,SIN-00136,Fotos del dano,Si,Si,2025-06-16,No,OK
DOC-000475,SIN-00136,Factura proforma,Si,Si,2025-06-23,No,OK
DOC-000476,SIN-00137,Parte policial,No,No,,No,No entregado en expediente sintetico
DOC-000477,SIN-00137,Datos tercero,No,No,,No,No entregado en expediente sintetico
DOC-000478,SIN-00137,Fotos del dano,Si,Si,2025-03-26,No,OK
DOC-000479,SIN-00137,Informe pericial,Si,Si,2025-04-09,No,OK
DOC-000480,SIN-00138,Parte policial,Si,Si,2026-04-13,No,OK
DOC-000481,SIN-00138,Datos tercero,Si,Si,2026-04-08,No,OK
DOC-000482,SIN-00138,Fotos del dano,Si,Si,2026-04-07,No,OK
DOC-000483,SIN-00138,Informe pericial,Si,Si,2026-04-07,No,OK
DOC-000484,SIN-00139,Factura medica,Si,Si,2023-12-09,No,OK
DOC-000485,SIN-00139,Informe medico,Si,Si,2023-12-03,No,OK
DOC-000486,SIN-00139,Formulario siniestro,Si,Si,2023-12-13,No,OK
DOC-000487,SIN-00140,Informe bomberos,Si,Si,2025-08-06,No,OK
DOC-000488,SIN-00140,Fotos del dano,Si,Si,2025-08-11,No,OK
DOC-000489,SIN-00140,Factura proforma,Si,Si,2025-08-06,No,OK
DOC-000490,SIN-00141,Parte policial,Si,Si,2024-06-29,No,OK
DOC-000491,SIN-00141,Fotos del dano,No,No,,No,No entregado en expediente sintetico
DOC-000492,SIN-00141,Factura proforma,Si,Si,2024-06-15,No,OK
DOC-000493,SIN-00141,Informe pericial,Si,Si,2024-06-17,No,OK
DOC-000494,SIN-00142,Factura medica,Si,Si,2024-07-01,No,OK
DOC-000495,SIN-00142,Informe medico,Si,Si,2024-07-02,No,OK
DOC-000496,SIN-00142,Formulario siniestro,Si,Si,2024-07-02,No,OK
DOC-000497,SIN-00143,Parte policial,No,No,,No,No entregado en expediente sintetico
DOC-000498,SIN-00143,Datos tercero,Si,Si,2025-11-27,No,OK
DOC-000499,SIN-00143,Fotos del dano,No,No,,No,No entregado en expediente sintetico
DOC-000500,SIN-00143,Informe pericial,Si,Si,2025-11-22,No,OK
DOC-000501,SIN-00144,Fotos del dano,Si,Si,2023-11-05,No,OK
DOC-000502,SIN-00144,Informe tecnico,Si,Si,2023-11-12,No,OK
DOC-000503,SIN-00144,Factura proforma,Si,Si,2023-11-06,No,OK
DOC-000504,SIN-00145,Parte policial,No,No,,No,No entregado en expediente sintetico
DOC-000505,SIN-00145,Datos tercero,Si,No,2024-03-08,No,Documento ilegible
DOC-000506,SIN-00145,Fotos del dano,No,No,,No,No entregado en expediente sintetico
DOC-000507,SIN-00145,Informe pericial,Si,Si,2024-03-08,No,OK
DOC-000508,SIN-00146,Fotos del dano,Si,Si,2024-07-04,No,OK
DOC-000509,SIN-00146,Factura proforma,Si,Si,2024-06-24,No,OK
DOC-000510,SIN-00147,Denuncia fiscalia,Si,Si,2023-10-16,No,OK
DOC-000511,SIN-00147,Fotos del dano,Si,Si,2023-10-16,No,OK
DOC-000512,SIN-00147,Factura proforma,Si,Si,2023-10-20,No,OK
DOC-000513,SIN-00148,Fotos del dano,Si,Si,2024-11-02,No,OK
DOC-000514,SIN-00148,Factura proforma,Si,Si,2024-11-02,No,OK
DOC-000515,SIN-00149,Parte policial,Si,No,2025-12-09,No,Documento ilegible
DOC-000516,SIN-00149,Fotos del dano,Si,Si,2025-12-03,No,OK
DOC-000517,SIN-00149,Factura proforma,Si,Si,2025-12-07,No,OK
DOC-000518,SIN-00149,Informe pericial,Si,Si,2025-12-03,No,OK
DOC-000519,SIN-00150,Parte policial,Si,Si,2023-11-16,No,OK
DOC-000520,SIN-00150,Datos tercero,Si,Si,2023-11-16,No,OK
DOC-000521,SIN-00150,Fotos del dano,Si,Si,2023-11-18,No,OK
DOC-000522,SIN-00150,Informe pericial,Si,Si,2023-11-14,No,OK
DOC-000523,SIN-00151,Denuncia fiscalia,Si,Si,2025-11-01,No,OK
DOC-000524,SIN-00151,Matricula,Si,Si,2025-11-08,No,OK
DOC-000525,SIN-00151,Llaves,Si,Si,2025-11-04,No,OK
DOC-000526,SIN-00151,Informe pericial,Si,Si,2025-10-29,No,OK
DOC-000527,SIN-00152,Parte policial,Si,Si,2024-10-04,No,OK
DOC-000528,SIN-00152,Fotos del dano,Si,Si,2024-09-30,No,OK
DOC-000529,SIN-00152,Factura proforma,Si,Si,2024-10-05,No,OK
DOC-000530,SIN-00152,Informe pericial,Si,Si,2024-10-02,No,OK
DOC-000531,SIN-00153,Fotos del dano,Si,Si,2026-03-30,No,OK
DOC-000532,SIN-00153,Informe tecnico,Si,Si,2026-03-20,No,OK
DOC-000533,SIN-00153,Factura proforma,Si,No,2026-04-02,No,Documento ilegible
DOC-000534,SIN-00154,Denuncia fiscalia,Si,Si,2025-10-22,No,OK
DOC-000535,SIN-00154,Matricula,Si,Si,2025-10-20,No,OK
DOC-000536,SIN-00154,Llaves,Si,Si,2025-10-12,No,OK
DOC-000537,SIN-00154,Informe pericial,Si,Si,2025-10-14,No,OK
DOC-000538,SIN-00155,Denuncia fiscalia,Si,Si,2024-07-28,Si,Valor no coincide con factura
DOC-000539,SIN-00155,Matricula,Si,Si,2024-08-04,No,OK
DOC-000540,SIN-00155,Llaves,Si,Si,2024-07-24,Si,Documento con alteracion simulada
DOC-000541,SIN-00155,Informe pericial,Si,Si,2024-08-07,No,OK
DOC-000542,SIN-00156,Fotos del dano,Si,Si,2025-05-30,No,OK
DOC-000543,SIN-00156,Factura proforma,Si,Si,2025-05-25,No,OK
DOC-000544,SIN-00156,Informe pericial,Si,Si,2025-05-23,No,OK
DOC-000545,SIN-00157,Parte policial,Si,Si,2025-05-15,No,OK
DOC-000546,SIN-00157,Fotos del dano,Si,Si,2025-05-13,No,OK
DOC-000547,SIN-00157,Factura proforma,Si,Si,2025-05-09,No,OK
DOC-000548,SIN-00157,Informe pericial,Si,Si,2025-05-09,No,OK
DOC-000549,SIN-00158,Fotos del dano,Si,Si,2023-11-16,No,OK
DOC-000550,SIN-00158,Factura proforma,Si,Si,2023-11-14,No,OK
DOC-000551,SIN-00158,Informe pericial,Si,Si,2023-11-11,No,OK
DOC-000552,SIN-00159,Fotos del dano,Si,Si,2025-07-01,No,OK
DOC-000553,SIN-00159,Factura proforma,Si,Si,2025-06-27,No,OK
DOC-000554,SIN-00160,Denuncia fiscalia,Si,Si,2024-03-06,No,OK
DOC-000555,SIN-00160,Matricula,Si,Si,2024-02-27,No,OK
DOC-000556,SIN-00160,Llaves,Si,Si,2024-03-07,No,OK
DOC-000557,SIN-00160,Informe pericial,Si,Si,2024-02-26,No,OK
DOC-000558,SIN-00161,Factura medica,Si,Si,2023-12-07,No,OK
DOC-000559,SIN-00161,Informe medico,Si,Si,2023-12-15,No,OK
DOC-000560,SIN-00161,Formulario siniestro,Si,Si,2023-12-13,No,OK
DOC-000561,SIN-00162,Fotos del dano,Si,No,2024-03-19,No,Documento ilegible
DOC-000562,SIN-00162,Factura proforma,Si,Si,2024-03-19,No,OK
DOC-000563,SIN-00162,Informe pericial,Si,Si,2024-03-28,No,OK
DOC-000564,SIN-00163,Denuncia fiscalia,Si,Si,2024-08-09,No,OK
DOC-000565,SIN-00163,Fotos del dano,Si,Si,2024-07-30,No,OK
DOC-000566,SIN-00163,Factura proforma,Si,Si,2024-08-10,No,OK
DOC-000567,SIN-00164,Factura medica,Si,Si,2025-11-02,Si,Documento con alteracion simulada
DOC-000568,SIN-00164,Informe medico,Si,Si,2025-11-01,No,OK
DOC-000569,SIN-00164,Formulario siniestro,Si,Si,2025-10-25,Si,Fecha no coincide con evento
DOC-000570,SIN-00165,Fotos del dano,Si,Si,2025-03-29,No,OK
DOC-000571,SIN-00165,Factura proforma,Si,Si,2025-03-21,No,OK
DOC-000572,SIN-00166,Fotos del dano,Si,Si,2023-09-17,No,OK
DOC-000573,SIN-00166,Factura proforma,Si,Si,2023-09-19,No,OK
DOC-000574,SIN-00166,Informe pericial,Si,Si,2023-09-17,No,OK
DOC-000575,SIN-00167,Denuncia fiscalia,Si,Si,2024-03-20,No,OK
DOC-000576,SIN-00167,Fotos del dano,Si,Si,2024-03-07,No,OK
DOC-000577,SIN-00167,Factura proforma,Si,Si,2024-03-14,No,OK
DOC-000578,SIN-00168,Parte policial,Si,Si,2025-01-08,No,OK
DOC-000579,SIN-00168,Fotos del dano,Si,Si,2025-01-16,No,OK
DOC-000580,SIN-00168,Factura proforma,Si,Si,2025-01-07,No,OK
DOC-000581,SIN-00168,Informe pericial,Si,Si,2025-01-13,No,OK
DOC-000582,SIN-00169,Parte policial,Si,Si,2023-08-30,No,OK
DOC-000583,SIN-00169,Datos tercero,Si,Si,2023-09-08,No,OK
DOC-000584,SIN-00169,Fotos del dano,Si,Si,2023-08-31,No,OK
DOC-000585,SIN-00169,Informe pericial,Si,Si,2023-09-09,No,OK
DOC-000586,SIN-00170,Parte policial,Si,Si,2025-10-30,No,OK
DOC-000587,SIN-00170,Fotos del dano,No,No,,No,No entregado en expediente sintetico
DOC-000588,SIN-00170,Factura proforma,Si,Si,2025-10-20,No,OK
DOC-000589,SIN-00170,Informe pericial,Si,Si,2025-10-22,No,OK
DOC-000590,SIN-00171,Factura medica,Si,Si,2025-03-03,No,OK
DOC-000591,SIN-00171,Informe medico,Si,Si,2025-02-25,No,OK
DOC-000592,SIN-00171,Parte policial,Si,Si,2025-02-21,No,OK
DOC-000593,SIN-00172,Factura medica,Si,Si,2025-12-01,No,OK
DOC-000594,SIN-00172,Informe medico,Si,Si,2025-11-10,Si,Fecha no coincide con evento
DOC-000595,SIN-00172,Formulario siniestro,Si,Si,2025-11-05,Si,Documento con alteracion simulada
DOC-000596,SIN-00173,Factura medica,Si,Si,2024-01-30,No,OK
DOC-000597,SIN-00173,Informe medico,Si,Si,2024-02-01,No,OK
DOC-000598,SIN-00173,Formulario siniestro,Si,Si,2024-02-02,No,OK
DOC-000599,SIN-00174,Parte policial,No,No,,No,No entregado en expediente sintetico
DOC-000600,SIN-00174,Fotos del dano,No,No,,No,No entregado en expediente sintetico
DOC-000601,SIN-00174,Factura proforma,Si,Si,2024-12-25,No,OK
DOC-000602,SIN-00174,Informe pericial,Si,Si,2024-12-12,No,OK
DOC-000603,SIN-00175,Fotos del dano,Si,Si,2025-07-03,No,OK
DOC-000604,SIN-00175,Factura proforma,Si,Si,2025-06-25,No,OK
DOC-000605,SIN-00175,Informe pericial,Si,Si,2025-06-24,No,OK
DOC-000606,SIN-00176,Denuncia fiscalia,Si,Si,2023-05-03,No,OK
DOC-000607,SIN-00176,Fotos del dano,Si,Si,2023-05-06,No,OK
DOC-000608,SIN-00176,Factura proforma,Si,Si,2023-05-01,Si,Documento con alteracion simulada
DOC-000609,SIN-00177,Parte policial,Si,Si,2024-06-24,No,OK
DOC-000610,SIN-00177,Fotos del dano,Si,Si,2024-06-29,No,OK
DOC-000611,SIN-00177,Factura proforma,Si,Si,2024-07-01,No,OK
DOC-000612,SIN-00177,Informe pericial,Si,Si,2024-06-25,No,OK
DOC-000613,SIN-00178,Fotos del dano,No,No,,No,No entregado en expediente sintetico
DOC-000614,SIN-00178,Factura proforma,Si,Si,2026-05-19,No,OK
DOC-000615,SIN-00178,Informe pericial,Si,Si,2026-05-28,No,OK
DOC-000616,SIN-00179,Parte policial,Si,Si,2024-11-17,No,OK
DOC-000617,SIN-00179,Fotos del dano,Si,Si,2024-11-16,No,OK
DOC-000618,SIN-00179,Factura proforma,Si,Si,2024-11-12,No,OK
DOC-000619,SIN-00179,Informe pericial,Si,Si,2024-11-09,No,OK
DOC-000620,SIN-00180,Fotos del dano,Si,Si,2026-01-13,No,OK
DOC-000621,SIN-00180,Factura proforma,Si,Si,2026-01-16,No,OK
DOC-000622,SIN-00180,Informe pericial,Si,Si,2026-01-07,No,OK
DOC-000623,SIN-00181,Parte policial,Si,Si,2025-04-16,No,OK
DOC-000624,SIN-00181,Datos tercero,Si,Si,2025-04-14,No,OK
DOC-000625,SIN-00181,Fotos del dano,Si,Si,2025-04-06,No,OK
DOC-000626,SIN-00181,Informe pericial,No,No,,No,No entregado en expediente sintetico
DOC-000627,SIN-00182,Fotos del dano,Si,Si,2025-12-18,No,OK
DOC-000628,SIN-00182,Factura proforma,Si,Si,2025-12-28,No,OK
DOC-000629,SIN-00183,Denuncia fiscalia,Si,Si,2025-10-26,No,OK
DOC-000630,SIN-00183,Fotos del dano,Si,Si,2025-10-28,No,OK
DOC-000631,SIN-00183,Factura proforma,Si,Si,2025-10-25,No,OK
DOC-000632,SIN-00184,Parte policial,Si,Si,2024-10-29,No,OK
DOC-000633,SIN-00184,Datos tercero,Si,Si,2024-11-07,No,OK
DOC-000634,SIN-00184,Fotos del dano,Si,Si,2024-11-02,No,OK
DOC-000635,SIN-00184,Informe pericial,Si,Si,2024-11-10,No,OK
DOC-000636,SIN-00185,Factura medica,Si,Si,2024-11-21,No,OK
DOC-000637,SIN-00185,Informe medico,Si,Si,2024-11-12,No,OK
DOC-000638,SIN-00185,Parte policial,Si,Si,2024-11-19,No,OK
DOC-000639,SIN-00186,Denuncia fiscalia,Si,Si,2025-10-02,No,OK
DOC-000640,SIN-00186,Matricula,Si,Si,2025-09-22,No,OK
DOC-000641,SIN-00186,Llaves,Si,Si,2025-10-05,No,OK
DOC-000642,SIN-00186,Informe pericial,Si,Si,2025-09-27,No,OK
DOC-000643,SIN-00187,Parte policial,Si,Si,2025-08-20,No,OK
DOC-000644,SIN-00187,Fotos del dano,No,No,,No,No entregado en expediente sintetico
DOC-000645,SIN-00187,Factura proforma,Si,Si,2025-08-19,No,OK
DOC-000646,SIN-00187,Informe pericial,Si,Si,2025-08-16,No,OK
DOC-000647,SIN-00188,Denuncia fiscalia,Si,Si,2023-07-24,No,OK
DOC-000648,SIN-00188,Matricula,No,No,,No,No entregado en expediente sintetico
DOC-000649,SIN-00188,Llaves,Si,Si,2023-08-01,No,OK
DOC-000650,SIN-00188,Informe pericial,No,No,,No,No entregado en expediente sintetico
DOC-000651,SIN-00189,Factura medica,Si,Si,2025-12-10,No,OK
DOC-000652,SIN-00189,Informe medico,Si,Si,2025-12-19,No,OK
DOC-000653,SIN-00189,Parte policial,No,No,,No,No entregado en expediente sintetico
DOC-000654,SIN-00190,Parte policial,Si,Si,2023-03-28,No,OK
DOC-000655,SIN-00190,Fotos del dano,Si,Si,2023-03-14,No,OK
DOC-000656,SIN-00190,Factura proforma,Si,Si,2023-03-27,No,OK
DOC-000657,SIN-00190,Informe pericial,Si,Si,2023-03-25,No,OK
DOC-000658,SIN-00191,Parte policial,Si,Si,2025-08-11,No,OK
DOC-000659,SIN-00191,Datos tercero,Si,Si,2025-08-14,No,OK
DOC-000660,SIN-00191,Fotos del dano,Si,No,2025-08-06,No,Documento ilegible
DOC-000661,SIN-00191,Informe pericial,Si,Si,2025-08-18,No,OK
DOC-000662,SIN-00192,Parte policial,Si,Si,2023-09-27,No,OK
DOC-000663,SIN-00192,Datos tercero,Si,Si,2023-10-01,No,OK
DOC-000664,SIN-00192,Fotos del dano,No,No,,No,No entregado en expediente sintetico
DOC-000665,SIN-00192,Informe pericial,Si,Si,2023-10-03,No,OK
DOC-000666,SIN-00193,Denuncia fiscalia,Si,Si,2024-11-13,No,OK
DOC-000667,SIN-00193,Fotos del dano,Si,Si,2024-11-12,No,OK
DOC-000668,SIN-00193,Factura proforma,Si,Si,2024-11-24,No,OK
DOC-000669,SIN-00194,Informe bomberos,Si,Si,2025-07-29,No,OK
DOC-000670,SIN-00194,Fotos del dano,Si,Si,2025-07-18,No,OK
DOC-000671,SIN-00194,Factura proforma,Si,Si,2025-07-16,No,OK
DOC-000672,SIN-00195,Denuncia fiscalia,Si,Si,2024-11-28,No,OK
DOC-000673,SIN-00195,Matricula,Si,Si,2024-11-20,No,OK
DOC-000674,SIN-00195,Llaves,Si,Si,2024-11-25,No,OK
DOC-000675,SIN-00195,Informe pericial,No,No,,No,No entregado en expediente sintetico
DOC-000676,SIN-00196,Fotos del dano,Si,Si,2024-10-27,No,OK
DOC-000677,SIN-00196,Factura proforma,Si,Si,2024-10-21,No,OK
DOC-000678,SIN-00196,Informe pericial,Si,Si,2024-11-02,No,OK
DOC-000679,SIN-00197,Fotos del dano,No,No,,No,No entregado en expediente sintetico
DOC-000680,SIN-00197,Factura proforma,Si,Si,2023-10-16,No,OK
DOC-000681,SIN-00197,Informe pericial,Si,Si,2023-10-14,No,OK
DOC-000682,SIN-00198,Parte policial,Si,Si,2025-10-28,No,OK
DOC-000683,SIN-00198,Datos tercero,No,No,,No,No entregado en expediente sintetico
DOC-000684,SIN-00198,Fotos del dano,No,No,,No,No entregado en expediente sintetico
DOC-000685,SIN-00198,Informe pericial,Si,Si,2025-10-21,Si,Documento con alteracion simulada
DOC-000686,SIN-00199,Denuncia fiscalia,Si,Si,2025-09-05,No,OK
DOC-000687,SIN-00199,Matricula,Si,Si,2025-08-26,No,OK
DOC-000688,SIN-00199,Llaves,Si,Si,2025-09-04,No,OK
DOC-000689,SIN-00199,Informe pericial,Si,Si,2025-08-31,No,OK
DOC-000690,SIN-00200,Denuncia fiscalia,Si,Si,2025-07-31,No,OK
DOC-000691,SIN-00200,Matricula,Si,Si,2025-08-07,No,OK
DOC-000692,SIN-00200,Llaves,Si,Si,2025-08-06,No,OK
DOC-000693,SIN-00200,Informe pericial,Si,Si,2025-08-11,No,OK
DOC-000694,SIN-00201,Parte policial,Si,Si,2024-03-20,No,OK
DOC-000695,SIN-00201,Datos tercero,Si,Si,2024-03-17,No,OK
DOC-000696,SIN-00201,Fotos del dano,Si,Si,2024-03-16,No,OK
DOC-000697,SIN-00201,Informe pericial,Si,Si,2024-03-10,No,OK
DOC-000698,SIN-00202,Parte policial,Si,Si,2025-10-11,No,OK
DOC-000699,SIN-00202,Datos tercero,Si,Si,2025-09-30,No,OK
DOC-000700,SIN-00202,Fotos del dano,Si,Si,2025-10-14,No,OK
