id_siniestro,id_poliza,id_asegurado,id_vehiculo,id_conductor,id_proveedor,ramo,cobertura,fecha_ocurrencia,fecha_reporte,monto_reclamado,monto_estimado,monto_pagado,estado,sucursal,ciudad,descripcion,documentos_completos,beneficiario,dias_desde_inicio_poliza,dias_desde_fin_poliza,dias_entre_ocurrencia_reporte,historial_siniestros_asegurado,historial_siniestros_vehiculo,historial_siniestros_conductor,historial_solo_rc_asegurado,tipo_impacto,hora_evento,tercero_identificado,evidencia_camaras,tipo_via,clima,documento_inconsistente,relato_ilogico,narrativa_cluster_id,similitud_narrativa_max,etiqueta_fraude_simulada,perfil_riesgo_generacion
SIN-00069,POL-00050,ASEG-00305,VEH-00398,COND-00111,PROV-0008,Vehiculos,Robo Total,2024-03-05,2024-03-08,19690,32650,0,Reserva,Quito Norte,Quito,Ruptura de cristal por objeto en via. Se presenta factura y evidencia fotografica.,Si,PROV-0008,299,66,3,4,2,0,0,Robo,2,Si,No,Urbana,Neblina,No,No,,0.36,0,normal
SIN-00070,POL-00223,ASEG-00261,VEH-00123,COND-00245,PROV-0032,Vehiculos,Responsabilidad Civil,2024-07-15,2024-07-16,760,930,0,Liquidado,Guayaquil Sur,Guayaquil,Ruptura de cristal por objeto en via. Se presenta factura y evidencia fotografica.,Si,PROV-0032,189,176,1,1,1,1,0,Posterior,3,Si,No,Urbana,Noche seca,No,No,,0.14,0,normal
SIN-00071,POL-00210,ASEG-00137,,,PROV-0011,Hogar,Incendio,2025-08-12,2025-08-14,14570,11030,14570,Liquidado,Loja,Loja,El reclamo incluye factura emitida el mismo dia del evento y documentos entregados parcialmente.,Si,PROV-0011,83,282,2,0,0,0,0,Posterior,23,No,Si,Interprovincial,Noche lluvia,No,No,,0.06,0,medio
SIN-00072,POL-00195,ASEG-00293,VEH-00236,COND-00131,PROV-0030,Vehiculos,Choque,2025-03-16,2025-03-18,4590,5020,4590,Pago Parcial,Quito Sur,Quito,Colision posterior a baja velocidad durante trafico pesado. El tercero fue identificado y se adjunta contacto.,Si,PROV-0030,213,152,2,4,2,1,1,Lateral,18,No,No,Parqueadero,Neblina,No,No,,0.19,0,normal
SIN-00073,POL-00069,ASEG-00148,VEH-00187,COND-00349,PROV-0002,Vehiculos,Choque,2024-10-16,2024-10-18,9670,9750,3870,Pago Parcial,Ambato,Ambato,Atencion medica por accidente de transito con factura y formulario completo.,Si,PROV-0002,200,165,2,0,0,1,0,Frontal,16,Si,Si,Perimetral,Neblina,No,No,,0.22,0,normal
SIN-00074,POL-00380,ASEG-00271,VEH-00074,COND-00416,PROV-0002,Vehiculos,Choque,2023-05-19,2023-05-19,5400,4780,2160,Negativa,Quito Norte,Quito,Choque menor en parqueadero con dano en parachoques. Administracion entrega reporte interno.,Si,PROV-0002,62,303,0,0,0,1,0,Robo,0,Si,No,Perimetral,Noche lluvia,No,No,,0.45,0,normal
SIN-00075,POL-00171,ASEG-00208,VEH-00142,COND-00248,PROV-0009,Vehiculos,Danos Propios,2026-08-06,2026-08-08,4510,4510,2700,Reserva,Quito Sur,Quito,El reclamo incluye factura emitida el mismo dia del evento y documentos entregados parcialmente.,Si,PROV-0009,271,94,2,2,2,0,1,Frontal,19,Si,No,Interprovincial,Neblina,No,No,,0.47,0,medio
SIN-00076,POL-00054,ASEG-00302,VEH-00061,COND-00179,PROV-0011,Vehiculos,Danos Propios,2025-12-02,2025-12-06,2680,2780,2150,Reserva,Guayaquil Centro,Guayaquil,Accidente en avenida principal durante lluvia. Se adjunta croquis y datos del tercero involucrado.,Si,PROV-0011,278,87,4,4,1,0,0,Frontal,11,No,No,Residencial,Noche seca,No,No,,0.44,0,normal
SIN-00077,POL-00241,ASEG-00295,VEH-00209,COND-00100,PROV-0012,Vehiculos,Choque,2024-06-25,2024-06-28,3330,3590,2000,Reserva,Loja,Loja,Choque menor en parqueadero con dano en parachoques. Administracion entrega reporte interno.,No,PROV-0012,178,187,3,6,1,0,2,Posterior,14,No,No aplica,Residencial,Despejado,No,No,,0.06,0,normal
SIN-00078,POL-00371,ASEG-00010,VEH-00379,COND-00355,PROV-0011,Vehiculos,Choque,2025-09-17,2025-09-18,1860,2210,1860,Reserva,Cuenca,Cuenca,Ruptura de cristal por objeto en via. Se presenta factura y evidencia fotografica.,Si,PROV-0011,176,189,1,0,0,2,0,Estacionado,3,Si,No,Parqueadero,Neblina,No,No,,0.39,0,normal
SIN-00079,POL-00214,ASEG-00217,VEH-00300,COND-00343,PROV-0004,Vehiculos,Cristales,2025-07-18,2025-07-22,490,440,200,Pago Total,Guayaquil Norte,Guayaquil,Accidente en avenida principal durante lluvia. Se adjunta croquis y datos del tercero involucrado.,Si,PROV-0004,164,201,4,2,1,0,0,Posterior,2,Si,Si,Residencial,Noche seca,No,No,,0.19,0,normal
SIN-00080,POL-00234,ASEG-00184,VEH-00263,COND-00395,PROV-0039,Vehiculos,Perdida Total por Robo,2024-04-25,2024-05-05,21550,16530,8620,Pago Total,Quito Sur,Quito,Colision posterior a baja velocidad durante trafico pesado. El tercero fue identificado y se adjunta contacto.,No,PROV-0039,1,364,10,0,0,1,0,Robo,0,Si,No aplica,Parqueadero,Despejado,No,No,,0.05,1,alto
SIN-00081,POL-00025,ASEG-00241,VEH-00086,COND-00287,PROV-0007,Vehiculos,Danos Propios,2024-02-01,2024-02-02,5410,6440,2160,Liquidado,Quito Sur,Quito,Robo parcial de accesorios durante la noche. Se presenta denuncia y detalle de bienes afectados.,Si,PROV-0007,204,161,1,5,5,1,1,Sin impacto,10,No,No aplica,Urbana,Despejado,No,No,,0.35,0,normal
SIN-00082,POL-00134,ASEG-00256,VEH-00261,COND-00074,PROV-0018,Vehiculos,Gastos Medicos por Accidente,2024-12-04,2024-12-04,1890,1240,1890,Reserva,Quito Sur,Quito,El robo total ocurrio dias antes del vencimiento y la denuncia fue posterior.,No,PROV-0018,26,339,0,1,1,2,0,Multiple,1,No,No,Urbana,Lluvia,No,No,CLON-03,0.92,0,alto
SIN-00083,POL-00440,ASEG-00334,VEH-00339,COND-00179,PROV-0004,Vehiculos,Cristales,2023-09-13,2023-09-23,1920,1140,1150,Liquidado,Quito Norte,Quito,El asegurado reporta impacto lateral leve en interseccion urbana. Existe parte policial y fotografias del sitio.,No,PROV-0004,186,179,10,0,2,0,0,Multiple,6,Si,No,Interprovincial,Lluvia,No,Si,,0.32,1,alto
SIN-00084,POL-00239,ASEG-00191,VEH-00400,COND-00243,PROV-0034,Vehiculos,Responsabilidad Civil,2024-01-29,2024-02-01,270,260,220,Reserva,Santo Domingo,Santo Domingo,Atencion medica por accidente de transito con factura y formulario completo.,Si,PROV-0034,239,126,3,0,0,2,0,Lateral,15,Si,No aplica,Residencial,Noche lluvia,No,No,,0.55,0,normal
SIN-00085,POL-00026,ASEG-00274,VEH-00392,COND-00152,PROV-0053,Vehiculos,Robo Total,2024-07-09,2024-07-16,14300,13420,11440,Reserva,Guayaquil Sur,Guayaquil,Choque menor en parqueadero con dano en parachoques. Administracion entrega reporte interno.,No,PROV-0053,113,252,7,0,0,1,0,Robo,2,No aplica,No,Interprovincial,Noche lluvia,No,No,,0.42,0,alto
SIN-00086,POL-00326,ASEG-00271,,,PROV-0034,Generales,Dano por Agua,2026-05-28,2026-05-30,3400,3340,1360,Reserva,Quito Sur,Quito,Accidente en avenida principal durante lluvia. Se adjunta croquis y datos del tercero involucrado.,Si,PROV-0034,320,45,2,0,0,0,0,Posterior,0,Si,Si,Urbana,Neblina,No,Si,,0.49,1,normal
SIN-00087,POL-00452,ASEG-00253,VEH-00221,COND-00056,PROV-0029,Vehiculos,Responsabilidad Civil,2025-12-16,2025-12-17,1050,1270,1050,Anticipo,Guayaquil Norte,Guayaquil,Ruptura de cristal por objeto en via. Se presenta factura y evidencia fotografica.,Si,PROV-0029,229,136,1,1,3,1,0,Lateral,14,Si,Si,Urbana,Despejado,Si,No,,0.38,1,normal
SIN-00088,POL-00189,ASEG-00242,,,PROV-0037,Hogar,Incendio,2024-10-09,2024-10-13,16710,14800,13360,Reserva,Quito Sur,Quito,Se reporta choque nocturno con danos moderados. No hay fotografias del momento del accidente.,Si,PROV-0037,354,11,4,2,0,0,0,Frontal,3,No,Si,Residencial,Despejado,No,No,,0.53,1,medio
SIN-00089,POL-00353,ASEG-00169,VEH-00408,COND-00077,PROV-0005,Vehiculos,Danos Propios,2023-07-11,2023-07-11,2810,3220,2810,Anticipo,Ambato,Ambato,El asegurado reporta impacto lateral leve en interseccion urbana. Existe parte policial y fotografias del sitio.,Si,PROV-0005,123,242,0,1,1,1,1,Estacionado,15,No,Si,Parqueadero,Lluvia,No,No,,0.2,0,normal
SIN-00090,POL-00463,ASEG-00258,,,PROV-0052,Accidentes Personales,Accidente Personal,2026-01-06,2026-01-07,6010,5690,0,Liquidado,Cuenca,Cuenca,Choque menor en parqueadero con dano en parachoques. Administracion entrega reporte interno.,Si,PROV-0052,217,148,1,6,0,0,1,Estacionado,8,Si,No aplica,Interprovincial,Despejado,Si,No,,0.25,0,normal
SIN-00091,POL-00505,ASEG-00221,VEH-00082,COND-00404,PROV-0048,Vehiculos,Gastos Medicos por Accidente,2023-04-15,2023-04-17,1480,1370,1180,Liquidado,Quito Centro,Quito,El conductor reporta perdida de control en curva sin testigos disponibles.,Si,PROV-0048,23,342,2,0,0,0,0,Multiple,8,Si,No,Perimetral,Noche seca,No,No,,0.14,0,medio
SIN-00092,POL-00222,ASEG-00096,VEH-00183,COND-00223,PROV-0002,Vehiculos,Choque,2024-02-25,2024-02-28,1070,880,640,Pago Parcial,Quito Sur,Quito,Se reporta choque nocturno con danos moderados. No hay fotografias del momento del accidente.,No,PROV-0002,184,181,3,3,2,1,1,Estacionado,19,Si,No,Interprovincial,Noche lluvia,No,No,,0.57,0,medio
SIN-00093,POL-00025,ASEG-00241,VEH-00086,COND-00391,PROV-0032,Vehiculos,Choque,2024-01-15,2024-01-16,9480,11680,5690,Pago Parcial,Quito Sur,Quito,Robo parcial de accesorios durante la noche. Se presenta denuncia y detalle de bienes afectados.,Si,PROV-0032,187,178,1,4,4,0,1,Frontal,6,Si,No aplica,Perimetral,Noche seca,No,No,,0.3,0,normal
SIN-00094,POL-00323,ASEG-00063,VEH-00186,COND-00478,PROV-0002,Vehiculos,Robo Parcial,2025-06-14,2025-06-14,3090,2140,1860,Anticipo,Quito Sur,Quito,Ruptura de cristal por objeto en via. Se presenta factura y evidencia fotografica.,No,PROV-0002,356,9,0,1,1,2,0,Robo,0,No aplica,No,Perimetral,Lluvia,No,No,,0.09,1,alto
SIN-00095,POL-00339,ASEG-00095,VEH-00348,COND-00097,PROV-0014,Vehiculos,Choque,2025-11-06,2025-11-11,640,530,390,Pago Parcial,Guayaquil Centro,Guayaquil,El vehiculo fue encontrado con danos al amanecer. No se identifica tercero responsable.,Si,PROV-0014,26,339,5,1,0,0,0,Volcadura,21,Si,Si,Residencial,Neblina,No,No,,0.17,0,medio
SIN-00096,POL-00351,ASEG-00116,,,PROV-0048,Accidentes Personales,Accidente Personal,2025-02-24,2025-02-25,2630,2310,0,Liquidado,Machala,Machala,El asegurado reporta impacto lateral leve en interseccion urbana. Existe parte policial y fotografias del sitio.,Si,PROV-0048,72,293,1,1,0,0,0,Lateral,9,Si,No,Parqueadero,Lluvia,No,No,,0.4,0,normal
SIN-00097,POL-00111,ASEG-00336,VEH-00056,COND-00213,PROV-0057,Vehiculos,Responsabilidad Civil,2025-01-09,2025-01-09,5860,5100,0,Pago Total,Quito Norte,Quito,Choque menor en parqueadero con dano en parachoques. Administracion entrega reporte interno.,Si,PROV-0057,264,101,0,2,2,0,1,Sin impacto,23,No,No aplica,Residencial,Neblina,No,No,,0.36,0,normal
SIN-00098,POL-00453,ASEG-00212,VEH-00165,COND-00201,PROV-0025,Vehiculos,Robo Parcial,2023-09-16,2023-09-16,2260,2260,1800,Reserva,Cuenca,Cuenca,Atencion medica por accidente de transito con factura y formulario completo.,Si,PROV-0025,112,253,0,0,0,0,0,Robo,19,Si,No aplica,Interprovincial,Noche lluvia,No,No,,0.19,0,normal
SIN-00099,POL-00147,ASEG-00246,VEH-00126,COND-00470,PROV-0044,Vehiculos,Danos Propios,2025-07-04,2025-07-06,4480,4390,2690,Reserva,Quito Norte,Quito,Reporto robo del vehiculo ocurrido cerca del fin de la poliza con denuncia tardia.,Si,PROV-0044,245,120,2,5,6,0,1,Multiple,20,Si,Si,Perimetral,Lluvia,No,No,CLON-03,0.75,0,medio
SIN-00100,POL-00262,ASEG-00259,VEH-00081,COND-00068,PROV-0060,Vehiculos,Responsabilidad Civil,2026-01-17,2026-01-18,2580,2990,0,Pago Total,Quito Sur,Quito,Accidente en avenida principal durante lluvia. Se adjunta croquis y datos del tercero involucrado.,Si,PROV-0060,272,93,1,5,3,2,0,Estacionado,20,Si,No aplica,Residencial,Neblina,No,No,,0.19,0,normal
SIN-00101,POL-00087,ASEG-00068,VEH-00225,COND-00454,PROV-0027,Vehiculos,Danos Propios,2023-04-18,2023-04-20,6920,6890,0,Reserva,Machala,Machala,Colision posterior a baja velocidad durante trafico pesado. El tercero fue identificado y se adjunta contacto.,Si,PROV-0027,50,315,2,1,1,0,1,Robo,14,Si,No,Perimetral,Noche lluvia,No,No,,0.55,0,normal
SIN-00102,POL-00438,ASEG-00049,VEH-00168,COND-00073,PROV-0051,Vehiculos,Danos Propios,2024-04-06,2024-04-09,12400,11410,0,Pago Parcial,Quito Norte,Quito,Choque menor en parqueadero con dano en parachoques. Administracion entrega reporte interno.,Si,PROV-0051,73,292,3,0,1,0,0,Estacionado,14,Si,No,Parqueadero,Noche seca,No,No,,0.56,0,normal
SIN-00103,POL-00300,ASEG-00060,VEH-00124,COND-00178,PROV-0002,Vehiculos,Choque,2025-12-24,2025-12-25,5090,5590,2040,Liquidado,Cuenca,Cuenca,Robo parcial de accesorios durante la noche. Se presenta denuncia y detalle de bienes afectados.,Si,PROV-0002,72,293,1,0,0,0,0,Estacionado,16,Si,No,Perimetral,Noche lluvia,No,No,,0.47,0,normal
SIN-00104,POL-00410,ASEG-00004,VEH-00274,COND-00232,PROV-0029,Vehiculos,Robo Parcial,2025-05-14,2025-05-14,1160,1450,460,Pago Parcial,Cuenca,Cuenca,Robo parcial de accesorios durante la noche. Se presenta denuncia y detalle de bienes afectados.,Si,PROV-0029,234,131,0,7,1,2,1,Robo,21,Si,No,Urbana,Despejado,No,No,,0.35,0,normal
SIN-00105,POL-00250,ASEG-00057,VEH-00292,COND-00426,PROV-0021,Vehiculos,Responsabilidad Civil,2024-03-28,2024-03-30,1960,1780,780,Reserva,Guayaquil Centro,Guayaquil,El asegurado reporta impacto lateral leve en interseccion urbana. Existe parte policial y fotografias del sitio.,Si,PROV-0021,312,53,2,3,1,0,2,Lateral,5,Si,Si,Residencial,Lluvia,No,No,,0.37,0,normal
SIN-00106,POL-00079,ASEG-00113,VEH-00397,COND-00452,PROV-0045,Vehiculos,Danos Propios,2025-11-16,2025-11-18,11080,12630,4430,Negativa,Quito Sur,Quito,Robo parcial de accesorios durante la noche. Se presenta denuncia y detalle de bienes afectados.,Si,PROV-0045,229,136,2,3,1,1,0,Lateral,22,Si,Si,Parqueadero,Noche seca,No,No,,0.57,0,normal
SIN-00107,POL-00048,ASEG-00200,VEH-00354,COND-00022,PROV-0002,Vehiculos,Choque,2024-08-15,2024-08-16,8640,10350,6920,Reserva,Loja,Loja,Choque menor en parqueadero con dano en parachoques. Administracion entrega reporte interno.,Si,PROV-0002,42,323,1,0,0,1,0,Posterior,11,No,Si,Urbana,Noche lluvia,No,No,,0.2,1,normal
SIN-00108,POL-00113,ASEG-00026,,,PROV-0046,Accidentes Personales,Accidente Personal,2023-09-13,2023-09-15,4400,4850,2640,Negativa,Quito Norte,Quito,Colision posterior a baja velocidad durante trafico pesado. El tercero fue identificado y se adjunta contacto.,Si,PROV-0046,72,293,2,0,0,0,0,Posterior,12,No,No,Urbana,Noche lluvia,No,No,,0.55,0,normal
SIN-00109,POL-00145,ASEG-00153,VEH-00005,COND-00434,PROV-0035,Vehiculos,Responsabilidad Civil,2024-04-17,2024-04-18,1810,1700,1440,Liquidado,Quito Sur,Quito,El asegurado reporta impacto lateral leve en interseccion urbana. Existe parte policial y fotografias del sitio.,Si,PROV-0035,248,117,1,0,0,0,0,Posterior,6,Si,Si,Perimetral,Lluvia,No,No,,0.11,0,normal
SIN-00110,POL-00296,ASEG-00052,VEH-00023,COND-00342,PROV-0017,Vehiculos,Choque,2024-07-08,2024-07-13,11720,10560,9370,Reserva,Guayaquil Norte,Guayaquil,El asegurado reporta impacto lateral leve en interseccion urbana. Existe parte policial y fotografias del sitio.,Si,PROV-0017,225,140,5,0,3,1,0,Robo,3,Si,No,Perimetral,Neblina,No,No,,0.56,0,normal
SIN-00111,POL-00116,ASEG-00102,VEH-00103,COND-00308,PROV-0022,Vehiculos,Danos Propios,2024-07-01,2024-07-08,5110,4550,0,Reserva,Guayaquil Norte,Guayaquil,Choque menor en parqueadero con dano en parachoques. Administracion entrega reporte interno.,Si,PROV-0022,234,131,7,0,0,2,0,Lateral,15,No aplica,Si,Perimetral,Noche seca,No,No,,0.18,1,normal
SIN-00112,POL-00234,ASEG-00184,VEH-00263,COND-00206,PROV-0060,Vehiculos,Choque,2024-09-18,2024-09-20,3640,3190,1460,Reserva,Quito Norte,Quito,Accidente en avenida principal durante lluvia. Se adjunta croquis y datos del tercero involucrado.,No,PROV-0060,147,218,2,4,4,1,0,Volcadura,5,Si,Si,Parqueadero,Lluvia,No,No,,0.23,0,normal
SIN-00113,POL-00084,ASEG-00223,VEH-00082,COND-00279,PROV-0045,Vehiculos,Responsabilidad Civil,2024-02-12,2024-02-12,3510,4160,0,Reserva,Quito Sur,Quito,Robo parcial de accesorios durante la noche. Se presenta denuncia y detalle de bienes afectados.,Si,PROV-0045,262,103,0,1,4,0,1,Volcadura,15,Si,No,Residencial,Noche seca,No,No,,0.54,0,normal
SIN-00114,POL-00460,ASEG-00279,VEH-00284,COND-00320,PROV-0047,Vehiculos,Cristales,2025-02-01,2025-02-02,430,430,350,Liquidado,Guayaquil Sur,Guayaquil,El conductor reporta perdida de control en curva sin testigos disponibles.,Si,PROV-0047,192,173,1,5,0,1,0,Sin impacto,0,Si,No,Urbana,Noche seca,No,Si,,0.08,0,medio
SIN-00115,POL-00097,ASEG-00212,VEH-00346,COND-00087,PROV-0010,Vehiculos,Responsabilidad Civil,2025-05-30,2025-06-05,1300,1190,1040,Anticipo,Guayaquil Sur,Guayaquil,Ruptura de cristal por objeto en via. Se presenta factura y evidencia fotografica.,Si,PROV-0010,267,98,6,2,0,2,0,Posterior,17,Si,Si,Residencial,Despejado,No,No,,0.52,0,normal
SIN-00116,POL-00171,ASEG-00208,VEH-00142,COND-00358,PROV-0029,Vehiculos,Choque,2026-01-02,2026-01-02,4740,4860,3790,Pago Parcial,Quito Norte,Quito,Robo parcial de accesorios durante la noche. Se presenta denuncia y detalle de bienes afectados.,Si,PROV-0029,55,310,0,0,2,2,0,Frontal,7,No,No,Residencial,Neblina,No,No,,0.54,0,normal
SIN-00117,POL-00038,ASEG-00188,VEH-00208,COND-00387,PROV-0030,Vehiculos,Robo Total,2025-03-19,2025-03-20,15280,23550,9170,Liquidado,Guayaquil Norte,Guayaquil,Atencion medica por accidente de transito con factura y formulario completo.,Si,PROV-0030,54,311,1,2,1,1,0,Robo,16,Si,No,Residencial,Despejado,No,No,,0.09,0,normal
SIN-00118,POL-00286,ASEG-00052,VEH-00384,COND-00376,PROV-0035,Vehiculos,Choque,2025-12-17,2025-12-19,10570,9860,0,Liquidado,Guayaquil Centro,Guayaquil,El asegurado reporta impacto lateral leve en interseccion urbana. Existe parte policial y fotografias del sitio.,Si,PROV-0035,142,223,2,3,3,0,0,Posterior,2,No,No aplica,Urbana,Lluvia,No,No,,0.16,0,normal
SIN-00119,POL-00416,ASEG-00331,VEH-00271,COND-00416,PROV-0049,Vehiculos,Choque,2023-05-12,2023-05-15,4440,4060,1780,Pago Parcial,Quito Sur,Quito,Se reporta choque nocturno con danos moderados. No hay fotografias del momento del accidente.,Si,PROV-0049,25,340,3,0,0,0,0,Volcadura,0,No,No,Interprovincial,Neblina,No,No,,0.35,1,medio
SIN-00120,POL-00476,ASEG-00103,,,PROV-0037,Hogar,Incendio,2025-02-09,2025-02-16,26240,21000,10500,Anticipo,Quito Centro,Quito,El vehiculo fue robado cerca del cierre de vigencia y se reporta varios dias despues.,No,PROV-0037,11,354,7,4,0,0,0,Lateral,2,Si,Si,Urbana,Noche seca,No,No,CLON-03,0.81,1,medio
SIN-00121,POL-00301,ASEG-00054,VEH-00323,COND-00006,PROV-0056,Vehiculos,Robo Parcial,2024-03-17,2024-03-18,5410,5120,0,Reserva,Cuenca,Cuenca,Atencion medica por accidente de transito con factura y formulario completo.,Si,PROV-0056,123,242,1,4,1,0,1,Robo,1,Si,No aplica,Residencial,Despejado,No,No,,0.05,0,normal
SIN-00122,POL-00318,ASEG-00133,,,PROV-0059,Generales,Robo Domiciliario,2026-03-29,2026-03-30,27170,27340,10870,Negativa,Quito Centro,Quito,El asegurado reporta impacto lateral leve en interseccion urbana. Existe parte policial y fotografias del sitio.,No,PROV-0059,179,186,1,1,0,0,0,Multiple,7,No,No,Urbana,Despejado,No,No,,0.48,0,normal
SIN-00123,POL-00437,ASEG-00007,VEH-00155,COND-00337,PROV-0026,Vehiculos,Responsabilidad Civil,2024-08-08,2024-08-14,2160,2130,0,Anticipo,Guayaquil Centro,Guayaquil,Colision posterior a baja velocidad durante trafico pesado. El tercero fue identificado y se adjunta contacto.,Si,PROV-0026,64,301,6,0,0,1,0,Estacionado,14,Si,Si,Residencial,Despejado,No,No,,0.24,0,normal
SIN-00124,POL-00184,ASEG-00060,,,PROV-0020,Accidentes Personales,Accidente Personal,2026-01-26,2026-01-30,4460,4100,1790,Pago Total,Cuenca,Cuenca,Accidente en avenida principal durante lluvia. Se adjunta croquis y datos del tercero involucrado.,Si,PROV-0020,228,137,4,2,0,0,0,Posterior,18,Si,Si,Residencial,Noche seca,No,No,,0.16,0,normal
SIN-00125,POL-00172,ASEG-00125,VEH-00148,COND-00292,PROV-0016,Vehiculos,Responsabilidad Civil,2025-06-30,2025-06-30,720,820,720,Reserva,Guayaquil Centro,Guayaquil,El asegurado reporta impacto lateral leve en interseccion urbana. Existe parte policial y fotografias del sitio.,Si,PROV-0016,208,157,0,0,0,1,0,Estacionado,9,Si,No,Perimetral,Neblina,No,No,,0.48,0,normal
SIN-00126,POL-00207,ASEG-00293,VEH-00179,COND-00413,PROV-0010,Vehiculos,Responsabilidad Civil,2024-03-18,2024-03-20,2010,2270,1200,Reserva,Quito Centro,Quito,Robo parcial de accesorios durante la noche. Se presenta denuncia y detalle de bienes afectados.,Si,PROV-0010,184,181,2,1,1,1,0,Lateral,19,Si,Si,Residencial,Lluvia,No,No,,0.16,0,normal
SIN-00127,POL-00137,ASEG-00243,VEH-00164,COND-00284,PROV-0014,Vehiculos,Responsabilidad Civil,2024-06-10,2024-06-11,1490,1370,890,Reserva,Manta,Manta,Atencion medica por accidente de transito con factura y formulario completo.,No,PROV-0014,199,166,1,5,2,0,0,Lateral,15,No,No aplica,Residencial,Despejado,No,No,,0.46,0,normal
SIN-00128,POL-00482,ASEG-00053,VEH-00416,COND-00208,PROV-0013,Vehiculos,Perdida Total por Robo,2024-09-20,2024-09-22,23120,24290,23120,Pago Total,Quito Centro,Quito,El auto amanecio golpeado y no hay registro de camaras del lugar.,No,PROV-0013,343,22,2,4,4,1,1,Robo,21,Si,No aplica,Urbana,Noche seca,No,No,CLON-02,0.72,0,medio
SIN-00129,POL-00023,ASEG-00064,VEH-00268,COND-00447,PROV-0017,Vehiculos,Choque,2026-06-07,2026-06-10,5770,5120,0,Anticipo,Manta,Manta,El reclamo incluye factura emitida el mismo dia del evento y documentos entregados parcialmente.,Si,PROV-0017,252,113,3,3,3,1,0,Posterior,15,No,No,Parqueadero,Noche seca,No,No,,0.08,0,medio
SIN-00130,POL-00268,ASEG-00281,VEH-00218,COND-00289,PROV-0050,Vehiculos,Danos Propios,2024-10-13,2024-10-13,5800,6250,4640,Pago Total,Quito Norte,Quito,El asegurado reporta impacto lateral leve en interseccion urbana. Existe parte policial y fotografias del sitio.,Si,PROV-0050,123,242,0,8,1,0,2,Posterior,0,No,No,Perimetral,Neblina,No,No,,0.37,0,normal
SIN-00131,POL-00446,ASEG-00322,VEH-00002,COND-00427,PROV-0060,Vehiculos,Robo Total,2026-04-14,2026-04-20,20850,20390,0,Negativa,Manta,Manta,Choque menor en parqueadero con dano en parachoques. Administracion entrega reporte interno.,No,PROV-0060,363,2,6,2,2,2,0,Robo,3,No,No aplica,Parqueadero,Noche lluvia,No,No,,0.51,1,alto
SIN-00132,POL-00395,ASEG-00114,VEH-00234,COND-00101,PROV-0050,Vehiculos,Danos Propios,2025-06-01,2025-06-02,1450,1160,580,Pago Parcial,Quito Centro,Quito,El conductor reporta perdida de control en curva sin testigos disponibles.,Si,PROV-0050,346,19,1,7,3,1,1,Frontal,9,No,No,Parqueadero,Despejado,Si,No,,0.44,0,medio
